polsby_popper,convex_ratio,schwartzberg,reock,eig_ratio,cluster
0.1864428124658653,0.7358497138733048,2.3159393251508265,0.5981260283132577,0.15995117036363113,0
0.3156726262802141,0.8086976333700479,1.7798423582397185,0.6331707283118693,0.6646001648097101,0
0.30315341424830256,0.4179376619617299,1.8162213145124502,0.35712589646211784,0.4018887829971373,0
0.08729143232880322,0.08665436831452746,3.3846533070786715,0.04602791741915295,0.8284087094668373,-1
0.15984621348097655,0.5731595792832661,2.501202323973789,0.49202503130980485,0.22108546113291974,0
0.2802345928697017,0.8412237596866247,1.8890311856466646,0.6088419753549741,0.3412403218126792,0
0.27266989957749377,0.8481121322472621,1.9150556595287682,0.6185166288164058,0.19479559135868843,0
0.26881681148377856,0.7331042064139354,1.9287315614078653,0.5396772667234461,0.5671239888204733,0
0.28182952641681375,0.8206119759177015,1.8836783860585617,0.6910082113448327,0.8549103718758068,0
0.2712967272806606,0.7718585066847902,1.9198960832075627,0.6342009575306874,0.6239739985568143,0
0.1400272812663296,0.5650152279517378,2.6723520562784127,0.4729892672227904,0.5538713463429643,0
0.2458585853187968,0.6906792361227873,2.016774357546901,0.5434800539175457,0.10403131455157394,0
0.16881250278015145,0.5756745856513137,2.4338717824840383,0.435331515800767,0.24965596308142685,0
0.2531970441042697,0.765698595860305,1.9873331840433412,0.6503381199645313,0.8706202390543188,0
0.2317006260399473,0.6944743262040115,2.07747782292074,0.5581288499121115,0.10688281449367654,0
0.29088974887749636,0.72669682143344,1.8541112610898345,0.5186414080500025,0.22152849255308052,0
0.27915443511075566,0.7669916518142404,1.892682357576399,0.6191219908768228,0.4968319439278177,0
0.27081068064928715,0.6912511103890878,1.9216182100679817,0.5207311139400201,0.11038293888153562,0
0.1623303633566291,0.6770312503642515,2.4819905271108595,0.5148321939709615,0.2965521156567038,0
0.2753724525379016,0.6888751721133871,1.9056351448745232,0.5405287187523661,0.2055148210953634,0
0.247055045290053,0.793898362959553,2.011884924217124,0.5838186717757263,0.41722703033750586,0
0.12893863713359038,0.5000170296524573,2.7848926711886395,0.3890658842568156,0.2821928390179057,0
0.23550787280370067,0.6710101713054518,2.0606170318179644,0.4602211479163754,0.36898865070849846,0
0.327459821552908,0.7361293944955658,1.7475153111923984,0.5536627054952775,0.6315994532668973,0
0.34281203265924365,0.761636795534058,1.7079374892282324,0.5758448156336524,0.43615918288488653,0
0.25151703892051497,0.7613949934339217,1.9939593222874905,0.5792555061898467,0.6544458740043921,0
0.2702614151333722,0.813203408701695,1.923569918353929,0.6794909333362968,0.3031854576012426,0
0.22371946143560761,0.6709047507042393,2.114209974439907,0.422413531700576,0.17872178729143776,0
0.26439150028027264,0.7670470145699995,1.9448058642439834,0.6117416303023119,0.44012532451064856,0
0.2796798650509015,0.7393429791008296,1.8909036462425477,0.5195983168260706,0.3490810143392865,0
0.12888232275714043,0.6060876123489067,2.785501026016566,0.48210961157888105,0.8720909043228939,0
0.18183154092581127,0.6303608640419693,2.345121727476906,0.5015083057299347,0.24533589340816508,0
0.3920324013231782,0.8212554146536907,1.5971254075161982,0.6375228778609462,0.3927488783244282,0
0.17368250188649,0.6197562318065515,2.3995066990933887,0.46830243368311175,0.34169408955617614,0
0.21218706834883932,0.6834465383503762,2.1709036246432043,0.5267148456938526,0.16545084575620453,0
0.09327667738592287,0.48438066870250357,3.274262288856814,0.3372623182931295,0.19307225084405868,0
0.3141075323003141,0.8512835425994321,1.784271031441397,0.7470394996260996,0.2802952189620096,0
0.25624343015761786,0.7017261551916654,1.9754845176018094,0.5545880935831533,0.5289872354124626,0
0.4173137478562834,0.8802177669097734,1.5479917931551799,0.7945264263245805,0.24163781160557402,0
0.4575022751159859,0.8388003185467924,1.4784388658263958,0.6642428688765206,0.08027723246488958,0
0.3909312600581779,0.8312990592646768,1.5993731479778728,0.6507247482291005,0.36653923531630495,0
0.180689339612906,0.6221875823301709,2.3525222231342795,0.5303669498296153,0.21012387562709794,0
